,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,first_three_cols
2342,"SPEECHES Statement by Ambassador Albert M. Muchanga African Union Commissioner for Economic Development, Trade, Tourism, Industry and Minerals.txt",financial,illicit,flows,tax,africa,african,domestic,let,also,resource,financial illicit  flows
809,"CENTRAL BANK OF NIGERIA USING GEOSPATIAL MAPPING TO FURTHER THE NATIONAL FINANCIAL INCLUSION STRATEGY Keynote Address at the Launch of the result of the GIS Mapping of Financial Access points in Nigeria 8th July, 2013 Sanusi Lamido Sanusi, CON Governor Central Bank of Nigeria.txt",financial,inclusion,nigeria,mapping,targets,gates,national,access,services,tool,financial inclusion  nigeria
810,"CENTRAL BANK OF NIGERIA USING GEOSPATIAL MAPPING TO FURTHER THE NATIONAL FINANCIAL INCLUSION STRATEGY Keynote Address at the Launch of the result of the GIS Mapping of Financial Access points in Nigeria 8th July, 2013 Sanusi Lamido Sanusi.txt",financial,inclusion,nigeria,mapping,targets,gates,national,access,services,tool,financial inclusion  nigeria
821,CHIEF (DR.) J. O. SANUSI central bank of nigeria.txt,financial,markets,workshop,nigeria,competitiveness,welcome,commission,information,central,bank,financial markets  workshop
914,"DELIVERED ON THE OCCASION OF THE NATIONAL WORKSHOP ON AREPOSITIONING THE NIGERIAN FINANCIAL MARKETS FOR COMPETITIVENESS IN THE 21ST CENTURY@, ORGANISED BY THE FINANCIAL SERVICES REGULATION COORDINATING COMMITTEE (FRSCC), AT THE SHEHU MUSA YAR=ADUA CENTRE, ABUJA, JUNE 24TH B 26TH, 2002..txt",financial,markets,workshop,commission,regulatory,information,competitiveness,national,corporate,nigeria,financial markets  workshop
1177,"GLOBAL FINANCIAL MELTDOWN AND THE REFORMS IN THE NIGERIAN BANKING SECTOR By Sanusi Lamido Sanusi Governor, Central Bank of Nigeria. .txt",financial,per,cent,banks,bank,nigeria,banking,sector,cbn,central,financial per  cent
1563,"Keynote Address at the Annual Micro, Small and Medium Enterprises (MSMEs) Finance Conference & D-8 Workshop on Microfinance For Small and Medium Enterprises (SMEs).txt",financial,per,cent,cbn,small,also,msmes,medium,enterprises,access,financial per  cent
1973,POVERTY REDUCTION STRATEGY PAPER:  A CBN PERSPECTIVE.txt,financial,poverty,economic,rural,bank,growth,sector,banks,nigerian,banking,financial poverty  economic
1972,POVERTY REDUCTION STRATEGY PAPER A CBN PERSPECTIVE.txt,financial,poverty,economic,rural,bank,growth,sector,banks,cbn,nigerian,financial poverty  economic
510,AN ASSESSMENT OF CURRENT DEVELOPMENT IN THE NIGERIAN ECONOMY AND THE CENTRAL BANK OF NIGERIA (CBN) POLICY ACTION.txt,financial,system,banks,monetary,interest,cbn,payments,bank,ensure,market,financial system  banks
509,AN ASSESSMENT OF CURRENT DEVELOPMENT IN THE NIGERIAN ECONOMY AND THE CENTRAL BANK OF NIGERIA (CBN) POLICY ACTION BY MALLAM LAMIDO SANUSI.txt,financial,system,banks,monetary,interest,cbn,payments,bank,ensure,market,financial system  banks
2836,"WELCOME ADDRESS BY CHIEF (DR.) J. O. SANUSI, CON, GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE OPENING CEREMONY OF THE SECOND NATIONAL WORKSHOP ON THE DEVELOPMENT OF THE NIGERIAN FINANCIAL MARKETS ORGANISED BY THE FINANCIAL SERVICES REGULATION COORDINATING COMMITTEE.txt",financial,workshop,committee,information,regulatory,supervisory,sharing,member,would,economic,financial workshop  committee
2834,"WELCOME ADDRESS BY CHIEF (DR.) J. O. SANUSI, CON, GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE OPENING CEREMONY OF THE SECOND NATIONAL WORKSHOP ON THE DEVELOPMENT OF THE NIGERIAN FINANCIAL MARKETS ORGANISED BY THE FINANCIAL SERVICES REGULATION COORDINATING COMMITTEE AT ECOWAS SECRETARIAT, ASOKORO, ABUJA. 5TH TO 7TH OCTOBER 2003.txt",financial,workshop,committee,information,regulatory,supervisory,sharing,member,would,economic,financial workshop  committee
2835,"WELCOME ADDRESS BY CHIEF (DR.) J. O. SANUSI, CON, GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE OPENING CEREMONY OF THE SECOND NATIONAL WORKSHOP ON THE DEVELOPMENT OF THE NIGERIAN FINANCIAL MARKETS ORGANISED BY THE FINANCIAL SERVICES REGULATION COORDINATING COMMITTEE AT ECOWAS SECRETARIAT, ASOKORO, ABUJA..txt",financial,workshop,committee,information,regulatory,supervisory,sharing,member,would,economic,financial workshop  committee
1341,"Handover of Fertilizer to the Ministry of Agriculture and Food Security - Remarks by Mr. Olayemi Cardoso, Governor, CBN.txt",food,price,ministry,inflation,central,bank,nigeria,agriculture,stability,towards,food price  ministry
1319,"HANDOVER OF FERTILIZER TO THE MINISTRY OF AGRICULTURE AND FOOD SECURITY REMARKS BY: MR. OLAYEMI CARDOSO, GOVERNOR, CENTRAL BANK OF NIGERIA WEDNESDAY, 13TH MARCH 2024.txt",food,price,ministry,inflation,central,bank,nigeria,agriculture,stability,towards,food price  ministry
1666,MR. OLAYEMI CARDOSO SPEECH AT THE HANDOVER OF FERTILIZER TO THE MINISTRY OF AGRICULTURE AND FOOD SECURITY .txt,food,price,ministry,inflation,central,bank,nigeria,agriculture,stability,towards,food price  ministry
808,CENTRAL BANK OF NIGERIA PRESS STATEMENT ON FOREIGN EXCHANGE DEPOSITS IN COMMERCIAL BANKS AND SALES TO BDCS BY GOVERNOR GODWIN I. EMEFIELE—JANUARY 2016.txt,foreign,exchange,per,bank,cbn,percent,billion,global,prices,operators,foreign exchange  per
1490,"JANUARY 2016, CENTRAL BANK OF NIGERIA PRESS STATEMENT ON FOREIGN EXCHANGE DEPOSITS IN COMMERCIAL BANKS AND SALES TO BDCS BY GOVERNOR GODWIN I. EMEFIELE.txt",foreign,exchange,per,bank,cbn,percent,billion,global,prices,operators,foreign exchange  per
2104,Press Statement - CBN to stop Dollar Sales to BDCs January 2016.txt,foreign,exchange,per,bank,cbn,percent,billion,global,prices,operators,foreign exchange  per
1382,I Have a Dream.txt,freedom,negro,let,one,come,every,day,go,dream,ring,freedom negro  let
688,"Azuka Okwuosa .  I Have a Dream  delivered 28 August 1963, Federal Secretariat, Phase 2 (3rd Floor)  Shehu Shagari Way, Abuja..txt",freedom,negro,let,one,come,every,day,go,dream,ring,freedom negro  let
1381,I Have a Dream..txt,freedom,negro,let,one,come,every,day,go,dream,ring,freedom negro  let
652,Ambitiously proactive – Generation Equality brings hope to stalled progress and financing.txt,gender,women,equality,economic,generation,development,rights,report,per,sustainable,gender women  equality
1941,"Opening remarks by Lakshmi Puri on CSW lessons learned, at Africa Ministerial Preparatory Meeting for CSW58.txt",gender,women,equality,development,also,girls,mdgs,agenda,progress,global,gender women  equality
3010,“What Matters More Than Your Talents”.txt,gifts,years,per,would,wanted,follow,life,grandparents,grandmother,number,gifts years  per
2882,What Matters More Than Your Talents.txt,gifts,years,per,would,wanted,follow,life,grandparents,grandmother,number,gifts years  per
2881,What Matters More Than Your Talents delivered by JEFF BEZOS.txt,gifts,years,per,would,wanted,follow,life,grandparents,grandmother,number,gifts years  per
418,"A WELCOME ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE 2018 ANNUAL THANKSGIVING SERVICE HELD ON SUNDAY 7TH JANUARY, 2018 AT THE LAGOS HOUSE, IKEJA..txt",god,new,thanksgiving,year,state,us,continue,always,prayers,lagos,god new  thanksgiving
1333,"HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE 2018 ANNUAL THANKSGIVING SERVICE HELD ON SUNDAY 7TH JANUARY, 2018 AT THE LAGOS HOUSE, IKEJA..txt",god,new,thanksgiving,year,us,state,continue,always,prayers,lagos,god new  thanksgiving
1506,Just Do It.txt,got,get,people,want,business,nigeria,winning,like,know,win,got get  people
1505,Just Do It delivered by ART WILLIAMS.txt,got,get,people,want,business,winning,like,know,win,nigeria,got get  people
1278,Governor Seyi Makinde’s Remarks at the 11th Chief Emeka Anyaoku Lecture Series on Good Governance in Nigeria.txt,governance,good,people,us,lecture,say,oyo,bad,look,make,governance good  people
1277,"Governor Seyi Makinde’s Remarks at the 11th Chief Emeka Anyaoku Lecture Series on Good Governance in Nigeria on October 20, 2022.txt",governance,good,people,us,lecture,say,oyo,bad,look,make,governance good  people
1767,"N, BARR. BOSS G. MUSTAPHA, AT THE SENSITIZATION WORKSHOP ON PRESIDENT MUHAMMADU BUHARI’S ACHIEVEMENTS, YOUTHS ATTITUDINAL CHANGE AND VOCATIONAL SKILLS ACQUISITION PROGRAMME.txt",government,areas,president,social,remind,administration,efforts,east,school,make,government areas  president
2257,"SPEECH  BY THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION, BARR. BOSS G. MUSTAPHA, AT THE SENSITIZATION WORKSHOP ON PRESIDENT MUHAMMADU BUHARI’S ACHIEVEMENTS, YOUTHS ATTITUDINAL CHANGE AND VOCATIONAL SKILLS ACQUISITION PROGRAMME, HELD IN BAUCHI ON SATURDAY, 4 TH NOVEMBER, 2017..txt",government,areas,president,social,remind,administration,efforts,east,make,economy,government areas  president
2322,"SPEECH DELIVERED BY THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION, BARR. BOSS G. MUSTAPHA, AT THE SENSITIZATION WORKSHOP ON PRESIDENT MUHAMMADU BUHARI’S ACHIEVEMENTS, YOUTHS ATTITUDINAL CHANGE AND VOCATIONAL SKILLS ACQUISITION PROGRAMME.txt",government,areas,president,social,remind,administration,efforts,east,school,make,government areas  president
2321,"SPEECH DELIVERED BY THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION, BARR. BOSS G. MUSTAPHA, AT THE SENSITIZATION WORKSHOP ON PRESIDENT MUHAMMADU BUHARI’S ACHIEVEMENTS, YOUTHS ATTITUDINAL CHANGE AND VOCATIONAL SKILLS ACQUISITION PROGRAMME, HELD IN BAUCHI ON SATURDAY, 4 TH NOVEMBER, 2017..txt",government,areas,president,social,remind,administration,efforts,east,make,economy,government areas  president
2579,"THE FEDERATION, BARR. BOSS G. MUSTAPHA, AT THE SENSITIZATION WORKSHOP ON PRESIDENT MUHAMMADU BUHARI’S ACHIEVEMENTS, YOUTHS ATTITUDINAL CHANGE AND VOCATIONAL SKILLS ACQUISITION PROGRAMME, HELD IN BAUCHI ON SATURDAY, 4 TH NOVEMBER, 2017..txt",government,areas,president,social,remind,administration,efforts,east,make,economy,government areas  president
2256,"SPEECH  BY THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION, BARR. BOSS G. MUSTAPHA, AT THE SENSITIZATION WORKSHOP ON PRESIDENT  BUHARI’S ACHIEVEMENTS, YOUTHS ATTITUDINAL CHANGE AND VOCATIONAL SKILLS ACQUISITION PROGRAMME, HELD IN BAUCHI ON SATURDAY, 4 TH NOVEMBER, 2017..txt",government,areas,president,social,remind,administration,efforts,east,make,economy,government areas  president
2299,SPEECH BY THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION.txt,government,boards,agencies,federal,public,ensure,management,board,inauguration,governing,government boards  agencies
2962,speech-by-the-secretary-to-the-government-of-the-federation-boss-mustapha-on-the-occasion-of-the-inauguration-of-the-boards-of-parastatals-under-the-osgf.txt,government,boards,agencies,commission,secretary,federal,national,inauguration,parastatals,office,government boards  agencies
2077,President Muhammadu Buhari’s Inaugural Speech.txt,government,boko,people,thank,haram,us,shall,nigerians,immediate,nigerian,government boko  people
2076,President Muhammadu Buhari’s Inaugural Speech 2015.txt,government,boko,people,thank,haram,us,shall,nigerians,immediate,nigerian,government boko  people
2063,President Buhari’s inaugural speech.txt,government,boko,people,thank,haram,president,federal,nigeria,us,shall,government boko  people
1069,Federal Government will not condone criminality.txt,government,council,economic,federal,boss,secretary,national,peaceful,co,religious,government council  economic
471,"ADDRESS DELIVERED BY BOSS MUSTAPHA, SECRETARY TO THE GOVERNMENT OF THE FEDERATION ) AT THE 2018 MEETING OF THE NIGERIA INTERRELIGIOUS COUNCIL (NIREC HELD IN ABUJA NIGERIA ON THURSDAY, 22ND MARCH, 2018.txt",government,council,economic,national,peaceful,security,religious,help,nigerians,time,government council  economic
1676,"Maiden Speech of Major-General Ibrahim Babangida – August 27 , 1985.txt",government,economic,shall,must,international,problems,made,military,became,us,government economic  shall
1677,Maiden Speech of Major-General Ibrahim Babangida – August 27.txt,government,economic,shall,must,international,problems,made,military,became,us,government economic  shall
2742,"Topic: Major-General Ibrahim Babangida's Inaugural Address – August 27, 1985.txt",government,economic,shall,must,international,problems,made,military,became,us,government economic  shall
2490,"Speech of Major-General Ibrahim Babangida – August 27 , 1985.txt",government,economic,shall,must,international,problems,made,military,became,us,government economic  shall
1688,"Major-General Ibrahim Babangida – August 27 , 1985.txt",government,economic,shall,must,international,problems,made,military,became,us,government economic  shall
2623,Text Of General Ibrahim Babangida's Coup Speech in 1985.txt,government,economic,shall,must,international,problems,made,military,became,us,government economic  shall
783,Buhari’s speech on #ENDSARS protests.txt,government,lives,members,citizens,nigerians,youths,also,police,thank,many,government lives  members
1052,FULL SPEECH: Buhari’s address on #EndSARS protests.txt,government,lives,members,citizens,nigerians,youths,also,police,thank,many,government lives  members
2430,Speech by Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers  that Carried out the Abortive Dimka Coup of February 1976 (Speech Delivered May 1976).txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
71, Lt-General Olusegun Obasanjo after the Execution of the Officers that Carried out the Abortive Dimka Coup of February 1976 (Speech Delivered May 1976).txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
1918,Olusegun Obasanjo Speech Delivered May 1976.txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
1346,Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers that Carried out the Abortive Dimka Coup.txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
150, Speech by Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers that Carried out the Abortive Dimka Coup of February 1976 (Speech Delivered May 1976).txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
2433,Speech by Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers that Carried out the Abortive Dimka Coup.txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
2432,Speech by Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers that Carried out the Abortive Dimka Coup of February 1976 .txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
1646,Lt-General Olusegun Obasanjo's Address After the Execution of Officers Involved in the Failed Dimka Coup – May 1976.txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
1647,Lt-General Olusegun Obasanjo's Address Following the Execution of Officers Involved in the Failed Dimka Coup – May 1976.txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
1648,Lt-General Olusegun Obasanjo's Speech Following the Execution of Officers Involved in the Failed Dimka Coup – May 1976.txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
2431,Speech by Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers that Carried out the Abortive Dimka Coup of February 1976 (Speech Delivered May 1976).txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal,government military  yakubu
73," MUHAMMADU BUHARI, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA, AT THE 3RD YEAR MINISTERIAL PERFORMANCE REVIEW RETREAT HELD AT THE STATE HOUSE CONFERENCE CENTRE, ABUJA ON 18TH OCTOBER, 2022.txt",government,national,health,implementation,projects,administration,nigeria,nigerian,delivery,petroleum,government national  health
454,"ADDRESS BY HIS EXCELLENCY, MUHAMMADU BUHARI, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA, AT THE 3RD YEAR MINISTERIAL PERFORMANCE REVIEW RETREAT HELD AT THE STATE HOUSE CONFERENCE CENTRE, ABUJA ON 17TH OCTOBER, 2022.txt",government,national,health,implementation,projects,administration,nigeria,nigerian,delivery,petroleum,government national  health
1475,"Ironsi's broadcast to the nation May 24, 1966..txt",government,national,military,political,civil,decree,former,public,service,nigerians,government national  military
1175,"GENERAL IRONSI'S ADDRESS TO THE NATION ON MAY 24, 1966..txt",government,national,military,political,civil,former,public,service,decree,nigeria,government national  military
1964,PHILOSOPHY FOR INDEPENDENT NIGERIA  By  Obafemi Awolowo   .txt,government,nigeria,country,african,economic,state,foreign,federal,freedom,political,government nigeria  country
2026,Philosophy For Independent Nigeria By Chief Obafemi Awolowo - Action Group (AG) Leader.txt,government,nigeria,country,african,economic,state,foreign,federal,freedom,political,government nigeria  country
166, Text of a National Broadcast .txt,government,nlc,would,nigerians,deregulation,labour,let,must,strike,sector,government nlc  would
167, Text of a National Broadcast by President Olusegun Obasanjo.txt,government,nlc,would,nigerians,deregulation,labour,let,must,strike,sector,government nlc  would
310,"2009 US DIVERSITY VISA LOTTERY INFORMATION  October 3, 2007  December 2, 2007   .txt",government,people,lagos,us,know,support,take,refuse,territory,used,government people  lagos
1687,Major Okonkwo's Address to Mid-West.txt,government,people,lagos,us,know,support,take,refuse,territory,used,government people  lagos
2673,The New Dawn - President Obasanjo's Inaugural address to the nation.txt,government,public,must,shall,help,good,nigeria,ensure,nigerians,military,government public  must
61," Inaugural Address as President of Nigeria (May 29, 1999).txt",government,public,must,shall,nigeria,help,good,ensure,nigerians,military,government public  must
2525,"Statement at Dodan Barracks on January 15, 1970 by Major-General Phillip Efiong.txt",government,republic,accept,phillip,officer,administering,wish,make,following,affirm,government republic  accept
2524,"Statement at Dodan Barracks on January 15, 1970 by Major-General Phillip Efiong (Officer Administering the Republic of Biafra).txt",government,republic,accept,phillip,officer,administering,wish,make,following,affirm,government republic  accept
1187,"GOVERNOR AKINWUNMI AMBODE AT THE COMMISSIONING OF THE DUALISED ALAPERE ROAD AND JUNCTION IMPROVEMENT ON TUESDAY, MARCH 27, 2018.txt",government,road,alapere,traffic,projects,one,support,state,lagos,phase,government road  alapere
1186,"GOVERNOR AKINWUNMI AMBODE AT THE COMMISSIONING OF THE DUALISED ALAPERE ROAD AND JUNCTION IMPROVEMENT ON MARCH 27, 2018.txt",government,road,alapere,traffic,lagos,projects,one,support,state,phase,government road  alapere
2312,"SPEECH DELIVERED BY HIS EXCELLENCY, GOVERNOR AKINWUNMI AMBODE AT THE COMMISSIONING OF THE DUALISED ALAPERE ROAD AND JUNCTION IMPROVEMENT ON TUESDAY, MARCH 27, 2018.txt",government,road,alapere,traffic,projects,one,support,state,lagos,phase,government road  alapere
2864,"We must work together for the nation; SGF, Boss Mustapha urges State Governments.txt",government,secretary,tiers,national,forum,arms,federation,march,challenges,social,government secretary  tiers
2863,"We must work together for the nation; SGF, Boss Mustapha urges State Governments..txt",government,secretary,tiers,national,forum,arms,federation,challenges,social,deliberate,government secretary  tiers
1326,"HIS EXCELLENCY MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE COMMISSIONING OF LAGOS-OGUN STATE BOUNDARY NETWORK OF 21 ROADS (LOCATION 1- NEW AYETORO BRIDGE) IN ALIMOSHO LOCAL GOVERNMENT ON MONDAY,2ND APRIL, 2018.txt",government,state,project,people,around,time,network,ikola,communities,ogun,government state  project
441,"ADDRESS BY HIS EXCELLENCY MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE COMMISSIONING OF LAGOS-OGUN STATE BOUNDARY NETWORK OF 21 ROADS (LOCATION 1- NEW AYETORO BRIDGE) IN ALIMOSHO LOCAL GOVERNMENT ON MONDAY,2ND APRIL, 2018.txt",government,state,project,people,around,time,network,ikola,communities,ogun,government state  project
2003,PROTOCOL.txt,government,tax,committee,fiscal,within,revenue,country,support,policy,end,government tax  committee
83, Mr President’s Address at the Inaugural Meeting of the Presidential Committee on Fiscal Policy and Tax Returns.txt,government,tax,committee,fiscal,within,revenue,country,support,policy,end,government tax  committee
1746,Mr President’s Address at the Inaugural Meeting of the Presidential Committee on Fiscal Policy and Tax Returns.txt,government,tax,committee,fiscal,within,revenue,country,support,policy,end,government tax  committee
2091,President Tinubu Address at the Inaugural Meeting of the Presidential Committee on Fiscal Policy and Tax Returns.txt,government,tax,committee,fiscal,revenue,within,country,support,policy,end,government tax  committee
1082,Fiscal Policy and Tax Returns.txt,government,tax,committee,fiscal,within,revenue,country,support,policy,end,government tax  committee
1205,General Ibrahim Babangida Independence Day Speech - 1985.txt,government,us,national,economic,must,nation,determined,shall,social,political,government us  national
1467,Independence Day Speech - 1985.txt,government,us,national,economic,must,nation,determined,shall,social,political,government us  national
236,"(1906) ISAKA SEME, “THE REGENERATION OF AFRICA”.txt",great,new,upon,race,africa,could,regeneration,like,would,world,great new  upon
237,"(1906) Olusegun Obasanjo, “THE REGENERATION OF AFRICA” POSTED ONMARCH 3, 2009BY.txt",great,new,upon,race,africa,could,regeneration,like,would,world,great new  upon
211,"(1841) CHARLES LENOX REMOND, “SLAVERY AS IT CONCERNS THE BRITISH” POSTED ONJANUARY 24, 2007.txt",great,slavery,shall,american,cotton,hope,present,colored,man,system,great slavery  shall
212,"(1841) CHARLES LENOX REMOND, “SLAVERY AS IT CONCERNS THE BRITISH”.txt",great,slavery,shall,cotton,hope,present,american,colored,man,system,great slavery  shall
1880,"OPENING REMARKS OF THE PERMANENT SECRETARY, MR. ABDULAZIZ MASHI AT THE OCCASSION OF THE NATIONAL PRESENTATION, MINISTERIAL LAUNCH & DISSEMINATION OF THE NATIONAL HEALTH PROMOTION POLICY 2019 HELD MONDAY, 30TH NOVEMBER, 2020.txt",health,promotion,policy,national,strategic,federal,wellbeing,launch,healthy,nigerian,health promotion  policy
68," KEY STATEMENT OF THE HMSH, DR. OLORUNNIMBE MAMORA AT THE OCCASSION OF THE NATIONAL PRESENTATION, MINISTERIAL LAUNCH & DISSEMINATION OF THE NATIONAL HEALTH PROMOTION POLICY 2019 HELD MONDAY, 30TH NOVEMBER, 2020  Print.txt",health,promotion,policy,national,strategic,disease,well,implementation,honor,deliver,health promotion  policy
2313,"SPEECH DELIVERED BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, THE VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE FORMAL COMMISSIONING OF REHABILITATED PARTS OF THE UNIVERSITY COLLEGE HOSPITAL, IBADAN, OYO STATE ON THE 16TH OF MAY, 2023..txt",healthcare,facilities,university,college,sustainable,health,across,also,development,want,healthcare facilities  university
888,"Commissioning Of Rehabilitated Parts Of The University College Hospital, Ibadan By The OSSAP – SDGs.txt",healthcare,facilities,university,college,sustainable,health,across,also,development,want,healthcare facilities  university
1675,Maiden Speech of General Sani Abacha – November 17.txt,hereby,head,national,government,chief,state,problems,armed,take,country,hereby head  national
2489,"Speech of General Sani Abacha – November 17, 1993.txt",hereby,head,national,government,chief,state,problems,armed,take,country,hereby head  national
1207,General Sanni Abacha's Inaugural Speech.txt,hereby,head,national,government,chief,state,problems,armed,take,country,hereby head  national
1674,"Maiden Speech of General Sani Abacha – November 17, 1993.txt",hereby,head,national,government,chief,state,problems,armed,take,country,hereby head  national
1412,"INAUGURAL SPEECH BY THE SPEAKER, 9TH HOUSE OF REPRESENTATIVES, RT. HON. FEMI GBAJABIAMILA ON JUNE 11TH 2019.txt",hon,house,assembly,us,must,thank,good,speaker,honour,done,hon house  assembly
2594,"THE SPEAKER, 9TH HOUSE OF REPRESENTATIVES, RT. HON. FEMI GBAJABIAMILA ON JUNE 11TH 2019.txt",hon,house,assembly,us,must,thank,good,speaker,honour,done,hon house  assembly
404,"A SPEECH DELIVERED BY THE PRESIDENT OF THE UNIVERSITY OF NIGERIA ALUMNI ASSOCIATION, BENIN BRANCH DR ATU-OMIMI EJOOR OSARETIN KINGSLEY ON THE OCCASION OF THE COURTESY VISIT OF THE ASSOCIATION TO THE CHIEF JUDGE OF EDO STATE, HON JUSTICE FRANCES ESEOHE IKPONMWEN ON THE 22ND DAY OF MARCH 2017.txt",honour,university,great,identify,profession,every,benin,nigeria,association,support,honour university  great
403,"A SPEECH DELIVERED BY THE PRESIDENT OF THE UNIVERSITY OF NIGERIA ALUMNI ASSOCIATION, BENIN BRANCH DR ATU-OMIMI EJOOR OSARETIN KINGSLEY ON THE OCCASION OF THE COURTESY VISIT OF THE ASSOCIATION TO THE CHIEF JUDGE OF EDO STATE, HON JUSTICE FRANCES ESEOHE IKPONMWEN ON THE 22ND DAY OF MARCH 2017..txt",honour,university,great,identify,profession,every,nigeria,association,support,dignity,honour university  great
1084,Folashade Tolulope- A Left-Handed Commencement Address.txt,hope,going,live,want,college,men,women,either,like,tell,hope going  live
1004,Embracing Our Unique Journey as Nigerians.txt,hope,going,live,want,university,men,women,either,like,tell,hope going  live
1122,Full Text Of Gbajabiamila’s Valedictory Speech As Reps Speaker.txt,house,people,representatives,ensure,national,police,act,new,time,work,house people  representatives
2787,VALEDICTORY SPEECH TO THE 9TH HOUSE OF REPRESENTATIVES BY REP.txt,house,people,representatives,ensure,national,police,act,new,time,work,house people  representatives
2154,"REMARKS BY THE HON. MINISTER OF HOUSING AND URBAN DEVELOPMENT, ARC. AHMED MUSA DANGIWA AT THE INAUGURATION OF REFORM TASK TEAMS FOR THE ACTUALISATION OF THE RENEWED HOPE AGENDA FOR HOUSING AND URBAN DEVELOPMENT AT THE NAF CONFERENCE CENTRE, ABUJA.txt",housing,development,sector,task,industry,urban,team,nigerians,building,reforms,housing development  sector
2155,"REMARKS BY THE HON. MINISTER OF HOUSING AND URBAN DEVELOPMENT, ARC. AHMED MUSA DANGIWA AT THE INAUGURATION OF REFORM TASK TEAMS FOR THE ACTUALISATION OF THE RENEWED HOPE AGENDA FOR HOUSING AND URBAN DEVELOPMENT.txt",housing,development,sector,task,industry,urban,team,nigerians,building,reforms,housing development  sector
1914,"Olubadan’s Ascension to the Throne is Preceded by his Abiding Dedication, Love for People – Osinbajo.txt",ibadan,olubadan,people,first,president,history,city,royal,also,indigenous,ibadan olubadan  people
89," Olubadan’s Ascension to the Throne is Preceded by his Abiding Dedication, Love for People – Osinbajo.txt",ibadan,olubadan,people,first,president,history,city,royal,also,indigenous,ibadan olubadan  people
1296,Governor Seyi Makinde’s Speech at the Sod-Turning Ceremony for the Senator Rashidi Ladoja GRA and the Flag off of the Construction of the 32Km .txt,ibadan,senator,rashidi,circular,oyo,ladoja,road,gra,construction,government,ibadan senator  rashidi
1297,Governor Seyi Makinde’s Speech at the Sod-Turning Ceremony for the Senator Rashidi Ladoja GRA and the Flag off of the Construction of the 32Km First Phase of the Ibadan Circular Road.txt,ibadan,senator,rashidi,circular,oyo,ladoja,road,gra,construction,government,ibadan senator  rashidi
1845,Nnamdi Azikwe Call for Ibo Self-Determination within a Federated Nigeria.txt,ibo,us,nigeria,nation,spite,among,african,many,nigerian,assembly,ibo us  nigeria
245,"(1949) NNAMDI AZIKIWE, “ADDRESS TO THE IBO PEOPLE” POSTED ON SEPTEMBER 2, 2009BY.txt",ibo,us,nigeria,nation,spite,among,african,many,people,right,ibo us  nigeria
246,"(1949) NNAMDI AZIKIWE, “ADDRESS TO THE IBO PEOPLE”.txt",ibo,us,nigeria,nation,spite,among,african,many,people,right,ibo us  nigeria
2624,"Text Of The Easter 2023, Broadcast By His Excellency, Mr. Udom Emmanuel, Governor, Akwa Ibom State,.txt",ibom,state,akwa,road,get,national,ikot,growth,two,also,ibom state  akwa
2625,"Text Of The Easter 2023, Broadcast By His Excellency, Mr. Udom Emmanuel, Governor, Akwa Ibom State.txt",ibom,state,akwa,road,get,national,ikot,growth,two,also,ibom state  akwa
